file,features
047196,"[4.623188405797101, 0.39855072463768115, 0.3333333333333333, 0.036231884057971016, 0.021739130434782608, 0.0, 0.21014492753623187]"
047198,"[5.960655737704918, 0.4098360655737705, 0.16393442622950818, 0.040983606557377046, 0.04918032786885246, 0.01639344262295082, 0.319672131147541]"
047921,"[6.206382978723405, 0.18617021276595744, 0.18617021276595744, 0.2127659574468085, 0.09042553191489362, 0.047872340425531915, 0.2765957446808511]"
047916,"[7.158426966292135, 0.20224719101123595, 0.19101123595505617, 0.20786516853932585, 0.028089887640449437, 0.011235955056179775, 0.3595505617977528]"
047897,"[6.4420168067226875, 0.2773109243697479, 0.025210084033613446, 0.07563025210084033, 0.3445378151260504, 0.025210084033613446, 0.25210084033613445]"
047069,"[6.776288659793815, 0.22164948453608246, 0.08247422680412371, 0.041237113402061855, 0.36597938144329895, 0.061855670103092786, 0.2268041237113402]"
047662,"[6.002409638554217, 0.4578313253012048, 0.012048192771084338, 0.060240963855421686, 0.08433734939759036, 0.08433734939759036, 0.30120481927710846]"
047201,"[9.240251572327045, 0.25157232704402516, 0.12578616352201258, 0.06289308176100629, 0.08176100628930817, 0.0, 0.4779874213836478]"
047665,"[4.3769230769230765, 0.2692307692307692, 0.23076923076923078, 0.19230769230769232, 0.11538461538461539, 0.11538461538461539, 0.07692307692307693]"
047068,"[5.053987730061348, 0.2822085889570552, 0.17177914110429449, 0.22699386503067484, 0.049079754601226995, 0.04294478527607362, 0.22699386503067484]"
047896,"[5.607100591715975, 0.26627218934911245, 0.26627218934911245, 0.22485207100591717, 0.011834319526627219, 0.011834319526627219, 0.21893491124260356]"
047865,"[7.012738853503185, 0.17197452229299362, 0.25477707006369427, 0.3248407643312102, 0.006369426751592357, 0.0, 0.24203821656050956]"
047032,"[7.695081967213119, 0.12295081967213115, 0.14754098360655737, 0.0860655737704918, 0.11885245901639344, 0.12704918032786885, 0.3975409836065574]"
047200,"[9.002499999999998, 0.2625, 0.175, 0.0125, 0.0125, 0.0375, 0.5]"
047663,"[7.686896551724136, 0.2827586206896552, 0.1724137931034483, 0.006896551724137931, 0.034482758620689655, 0.041379310344827586, 0.46206896551724136]"
065780,"[2.284536082474227, 0.5876288659793815, 0.16494845360824742, 0.0, 0.18556701030927836, 0.0, 0.061855670103092786]"
065745,"[4.557575757575757, 0.2222222222222222, 0.21717171717171718, 0.2727272727272727, 0.0707070707070707, 0.1111111111111111, 0.10606060606060606]"
065265,"[5.855757575757574, 0.296969696969697, 0.12727272727272726, 0.07272727272727272, 0.11515151515151516, 0.10303030303030303, 0.28484848484848485]"
065683,"[1.8, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666]"
065073,"[4.8506329113924025, 0.21518987341772153, 0.10126582278481013, 0.34177215189873417, 0.06962025316455696, 0.04430379746835443, 0.22784810126582278]"
065488,"[6.836956521739129, 0.30434782608695654, 0.11956521739130435, 0.08695652173913043, 0.07608695652173914, 0.14130434782608695, 0.2717391304347826]"
065685,"[5.766101694915253, 0.23728813559322035, 0.03389830508474576, 0.06779661016949153, 0.3389830508474576, 0.03389830508474576, 0.288135593220339]"
065756,"[8.058208955223881, 0.2537313432835821, 0.0, 0.029850746268656716, 0.3805970149253731, 0.0, 0.3358208955223881]"
065777,"[3.3263803680981585, 0.26380368098159507, 0.26380368098159507, 0.32515337423312884, 0.03067484662576687, 0.03680981595092025, 0.07975460122699386]"
065779,"[4.246728971962616, 0.35514018691588783, 0.27102803738317754, 0.24299065420560748, 0.037383177570093455, 0.0, 0.09345794392523364]"
065893,"[4.216326530612244, 0.4387755102040816, 0.15306122448979592, 0.10204081632653061, 0.10204081632653061, 0.02040816326530612, 0.1836734693877551]"
065064,"[6.667032967032967, 0.3076923076923077, 0.31868131868131866, 0.04395604395604396, 0.005494505494505495, 0.02197802197802198, 0.3021978021978022]"
065090,"[7.483333333333334, 0.041666666666666664, 0.08333333333333333, 0.125, 0.20833333333333334, 0.125, 0.4166666666666667]"
065063,"[6.7164179104477615, 0.27860696517412936, 0.2935323383084577, 0.1890547263681592, 0.0, 0.029850746268656716, 0.208955223880597]"
065039,"[3.3854545454545453, 0.44545454545454544, 0.2545454545454545, 0.22727272727272727, 0.0, 0.00909090909090909, 0.06363636363636363]"
065038,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
065076,"[2.8675, 0.4, 0.4, 0.15, 0.0125, 0.0, 0.0375]"
065040,"[3.591304347826087, 0.33540372670807456, 0.031055900621118012, 0.062111801242236024, 0.4720496894409938, 0.006211180124223602, 0.09316770186335403]"
065619,"[5.775409836065574, 0.2786885245901639, 0.20491803278688525, 0.1885245901639344, 0.09836065573770492, 0.03278688524590164, 0.19672131147540983]"
065077,"[6.452459016393442, 0.39344262295081966, 0.20491803278688525, 0.13934426229508196, 0.0, 0.02459016393442623, 0.23770491803278687]"
065755,"[6.821518987341772, 0.1962025316455696, 0.17088607594936708, 0.1962025316455696, 0.0759493670886076, 0.056962025316455694, 0.3037974683544304]"
065752,"[6.1030303030303, 0.23030303030303031, 0.11515151515151516, 0.12727272727272726, 0.10909090909090909, 0.06666666666666667, 0.3515151515151515]"
091936,"[10.804040404040403, 0.30303030303030304, 0.13131313131313133, 0.0, 0.0, 0.0, 0.5656565656565656]"
091790,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
091309,"[6.389010989010993, 0.1684981684981685, 0.17216117216117216, 0.27472527472527475, 0.02564102564102564, 0.018315018315018316, 0.34065934065934067]"
091755,"[6.411382113821136, 0.21951219512195122, 0.07317073170731707, 0.08130081300813008, 0.2764227642276423, 0.08130081300813008, 0.2682926829268293]"
091157,"[6.548148148148148, 0.17592592592592593, 0.2037037037037037, 0.4027777777777778, 0.018518518518518517, 0.009259259259259259, 0.18981481481481483]"
091159,"[8.572444444444454, 0.18666666666666668, 0.19555555555555557, 0.0, 0.0, 0.0, 0.6177777777777778]"
091161,"[9.167123287671235, 0.2602739726027397, 0.3013698630136986, 0.0, 0.0, 0.0, 0.4383561643835616]"
091102,"[6.44, 0.25, 0.0, 0.2, 0.2, 0.0, 0.35]"
091791,"[5.782222222222223, 0.24444444444444444, 0.28888888888888886, 0.044444444444444446, 0.06666666666666667, 0.13333333333333333, 0.2222222222222222]"
091937,"[10.373134328358207, 0.31343283582089554, 0.11940298507462686, 0.04477611940298507, 0.014925373134328358, 0.014925373134328358, 0.4925373134328358]"
091306,"[7.121176470588234, 0.2823529411764706, 0.029411764705882353, 0.058823529411764705, 0.2, 0.10588235294117647, 0.3235294117647059]"
091160,"[6.977966101694914, 0.288135593220339, 0.3220338983050847, 0.0, 0.00847457627118644, 0.0, 0.3813559322033898]"
091158,"[8.264480874316945, 0.273224043715847, 0.12568306010928962, 0.0, 0.0, 0.0, 0.6010928961748634]"
091471,"[9.577914110429449, 0.1901840490797546, 0.2085889570552147, 0.0, 0.0, 0.0, 0.6012269938650306]"
091621,"[8.05625, 0.23125, 0.34375, 0.13125, 0.00625, 0.00625, 0.28125]"
091083,"[8.238139534883727, 0.22790697674418606, 0.2186046511627907, 0.0, 0.0, 0.0, 0.5534883720930233]"
091084,"[7.6231759656652365, 0.27467811158798283, 0.2875536480686695, 0.0815450643776824, 0.004291845493562232, 0.06437768240343347, 0.2875536480686695]"
091619,"[6.170700636942674, 0.18471337579617833, 0.267515923566879, 0.2356687898089172, 0.050955414012738856, 0.012738853503184714, 0.2484076433121019]"
091085,"[8.11049723756906, 0.292817679558011, 0.24861878453038674, 0.049723756906077346, 0.0, 0.0, 0.4088397790055249]"
091082,"[4.100414937759335, 0.24066390041493776, 0.24896265560165975, 0.34854771784232363, 0.03734439834024896, 0.0, 0.12448132780082988]"
091620,"[5.0427807486631, 0.1711229946524064, 0.13903743315508021, 0.2192513368983957, 0.12299465240641712, 0.11764705882352941, 0.22994652406417113]"
091868,"[5.852272727272725, 0.18181818181818182, 0.10227272727272728, 0.2159090909090909, 0.13636363636363635, 0.09659090909090909, 0.26704545454545453]"
091455,"[8.372670807453416, 0.2670807453416149, 0.18012422360248448, 0.037267080745341616, 0.055900621118012424, 0.024844720496894408, 0.43478260869565216]"
091851,"[9.866666666666665, 0.23214285714285715, 0.3273809523809524, 0.0, 0.0, 0.0, 0.44047619047619047]"
091869,"[7.836363636363633, 0.24242424242424243, 0.09696969696969697, 0.01818181818181818, 0.19393939393939394, 0.030303030303030304, 0.41818181818181815]"
091894,"[5.058867924528301, 0.17735849056603772, 0.09433962264150944, 0.17735849056603772, 0.16226415094339622, 0.1018867924528302, 0.28679245283018867]"
091205,"[3.9855670103092784, 0.3711340206185567, 0.32989690721649484, 0.16494845360824742, 0.020618556701030927, 0.010309278350515464, 0.10309278350515463]"
091187,"[6.832142857142856, 0.14285714285714285, 0.05357142857142857, 0.16071428571428573, 0.14285714285714285, 0.16071428571428573, 0.3392857142857143]"
091315,"[6.141935483870967, 0.3467741935483871, 0.3629032258064516, 0.016129032258064516, 0.0, 0.0, 0.27419354838709675]"
091312,"[5.683060109289615, 0.25136612021857924, 0.03278688524590164, 0.09289617486338798, 0.366120218579235, 0.00546448087431694, 0.25136612021857924]"
091349,"[7.644897959183671, 0.41836734693877553, 0.16326530612244897, 0.01020408163265306, 0.0, 0.02040816326530612, 0.3877551020408163]"
091186,"[4.618823529411764, 0.27058823529411763, 0.08235294117647059, 0.2, 0.11764705882352941, 0.16470588235294117, 0.16470588235294117]"
091181,"[9.738461538461538, 0.2692307692307692, 0.11538461538461539, 0.038461538461538464, 0.0, 0.038461538461538464, 0.5384615384615384]"
091162,"[6.785599999999999, 0.28, 0.336, 0.0, 0.008, 0.008, 0.368]"
091793,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
091164,"[8.816666666666666, 0.5277777777777778, 0.0, 0.05555555555555555, 0.0, 0.013888888888888888, 0.4027777777777778]"
091958,"[3.5, 0.25, 0.25, 0.0, 0.0, 0.0, 0.5]"
091163,"[10.204705882352947, 0.09411764705882353, 0.20588235294117646, 0.0058823529411764705, 0.03529411764705882, 0.0, 0.6588235294117647]"
091960,"[5.32258064516129, 0.2661290322580645, 0.20161290322580644, 0.2661290322580645, 0.07258064516129033, 0.016129032258064516, 0.1774193548387097]"
091934,"[9.621875, 0.3125, 0.1875, 0.046875, 0.015625, 0.0, 0.4375]"
091089,"[6.594957983193277, 0.2773109243697479, 0.23529411764705882, 0.1722689075630252, 0.058823529411764705, 0.04201680672268908, 0.21428571428571427]"
091087,"[4.227659574468085, 0.3351063829787234, 0.324468085106383, 0.2553191489361702, 0.0, 0.0, 0.0851063829787234]"
091625,"[4.42164948453608, 0.18041237113402062, 0.17525773195876287, 0.31958762886597936, 0.11855670103092783, 0.015463917525773196, 0.19072164948453607]"
091622,"[5.162857142857143, 0.18095238095238095, 0.16666666666666666, 0.32857142857142857, 0.11904761904761904, 0.004761904761904762, 0.2]"
091081,"[3.3199999999999994, 0.30256410256410254, 0.035897435897435895, 0.05641025641025641, 0.5487179487179488, 0.020512820512820513, 0.035897435897435895]"
091623,"[5.495535714285714, 0.24107142857142858, 0.2544642857142857, 0.28125, 0.026785714285714284, 0.017857142857142856, 0.17857142857142858]"
091624,"[2.2857142857142856, 0.7755102040816326, 0.10204081632653061, 0.0, 0.0, 0.0, 0.12244897959183673]"
091086,"[3.4074074074074074, 0.2777777777777778, 0.25925925925925924, 0.46296296296296297, 0.0, 0.0, 0.0]"
091088,"[6.5813725490196076, 0.2647058823529412, 0.14705882352941177, 0.17647058823529413, 0.11764705882352941, 0.00980392156862745, 0.28431372549019607]"
091458,"[7.75764705882353, 0.4235294117647059, 0.023529411764705882, 0.011764705882352941, 0.03529411764705882, 0.07058823529411765, 0.43529411764705883]"
091238,"[6.781818181818182, 0.06060606060606061, 0.06060606060606061, 0.24242424242424243, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727]"
091092,"[6.847058823529411, 0.3333333333333333, 0.29411764705882354, 0.0196078431372549, 0.029411764705882353, 0.0196078431372549, 0.30392156862745096]"
091468,"[8.787962962962965, 0.16666666666666666, 0.19444444444444445, 0.16666666666666666, 0.027777777777777776, 0.013888888888888888, 0.4305555555555556]"
091459,"[7.428205128205127, 0.3076923076923077, 0.1794871794871795, 0.038461538461538464, 0.05128205128205128, 0.038461538461538464, 0.38461538461538464]"
091899,"[7.726829268292684, 0.21951219512195122, 0.04878048780487805, 0.08536585365853659, 0.14634146341463414, 0.15853658536585366, 0.34146341463414637]"
091093,"[6.5853403141361255, 0.20418848167539266, 0.20418848167539266, 0.34554973821989526, 0.02617801047120419, 0.005235602094240838, 0.21465968586387435]"
091897,"[6.299065420560746, 0.14018691588785046, 0.08411214953271028, 0.17757009345794392, 0.21495327102803738, 0.07476635514018691, 0.308411214953271]"
091318,"[1.8904109589041096, 0.5068493150684932, 0.4794520547945205, 0.0, 0.0, 0.0136986301369863, 0.0]"
091788,"[7.295121951219511, 0.0975609756097561, 0.08536585365853659, 0.14634146341463414, 0.15853658536585366, 0.2073170731707317, 0.3048780487804878]"
091329,"[7.836363636363637, 0.2727272727272727, 0.2887700534759358, 0.12299465240641712, 0.0053475935828877, 0.0053475935828877, 0.3048128342245989]"
091184,"[6.987671232876711, 0.0958904109589041, 0.1095890410958904, 0.1232876712328767, 0.1917808219178082, 0.136986301369863, 0.3424657534246575]"
091170,"[4.8757142857142854, 0.25, 0.2714285714285714, 0.25, 0.03571428571428571, 0.03571428571428571, 0.15714285714285714]"
091177,"[8.687878787878784, 0.15151515151515152, 0.030303030303030304, 0.07575757575757576, 0.22727272727272727, 0.0, 0.5151515151515151]"
091183,"[5.676923076923074, 0.23626373626373626, 0.038461538461538464, 0.17582417582417584, 0.19230769230769232, 0.08241758241758242, 0.27472527472527475]"
091179,"[5.000000000000001, 0.14634146341463414, 0.04878048780487805, 0.17073170731707318, 0.1951219512195122, 0.024390243902439025, 0.4146341463414634]"
091317,"[3.5934640522875814, 0.30718954248366015, 0.29411764705882354, 0.3464052287581699, 0.0196078431372549, 0.0, 0.032679738562091505]"
091319,"[5.5024390243902435, 0.5365853658536586, 0.0975609756097561, 0.0, 0.024390243902439025, 0.04878048780487805, 0.2926829268292683]"
091178,"[4.904477611940298, 0.1044776119402985, 0.1044776119402985, 0.208955223880597, 0.13432835820895522, 0.14925373134328357, 0.29850746268656714]"
091182,"[5.1322314049586755, 0.1322314049586777, 0.09090909090909091, 0.12396694214876033, 0.1652892561983471, 0.15702479338842976, 0.3305785123966942]"
091185,"[6.796629213483144, 0.12359550561797752, 0.07303370786516854, 0.14606741573033707, 0.1404494382022472, 0.11235955056179775, 0.4044943820224719]"
096944,"[6.617543859649122, 0.22807017543859648, 0.2222222222222222, 0.3157894736842105, 0.0, 0.011695906432748537, 0.2222222222222222]"
096718,"[12.658181818181816, 0.3, 0.00909090909090909, 0.01818181818181818, 0.02727272727272727, 0.05454545454545454, 0.5909090909090909]"
096945,"[7.050925925925928, 0.19907407407407407, 0.20833333333333334, 0.2361111111111111, 0.06018518518518518, 0.004629629629629629, 0.2916666666666667]"
096696,"[2.75, 0.5, 0.125, 0.125, 0.0, 0.0, 0.25]"
096698,"[5.03225806451613, 0.25806451612903225, 0.25806451612903225, 0.16129032258064516, 0.0, 0.0, 0.3225806451612903]"
096403,"[6.741758241758242, 0.25274725274725274, 0.17582417582417584, 0.14285714285714285, 0.08241758241758242, 0.027472527472527472, 0.31868131868131866]"
096699,"[6.589743589743589, 0.1282051282051282, 0.05128205128205128, 0.1794871794871795, 0.20512820512820512, 0.1794871794871795, 0.2564102564102564]"
096402,"[6.33761467889908, 0.29357798165137616, 0.1926605504587156, 0.14678899082568808, 0.05504587155963303, 0.01834862385321101, 0.29357798165137616]"
096898,"[4.85870646766169, 0.26865671641791045, 0.1044776119402985, 0.12437810945273632, 0.22388059701492538, 0.09950248756218906, 0.1791044776119403]"
096678,"[5.59027027027027, 0.24324324324324326, 0.1837837837837838, 0.23783783783783785, 0.05945945945945946, 0.043243243243243246, 0.23243243243243245]"
096902,"[4.26896551724138, 0.46551724137931033, 0.06896551724137931, 0.06896551724137931, 0.10344827586206896, 0.034482758620689655, 0.25862068965517243]"
096759,"[7.489440993788819, 0.2857142857142857, 0.024844720496894408, 0.055900621118012424, 0.2732919254658385, 0.006211180124223602, 0.35403726708074534]"
096935,"[5.604926108374384, 0.19704433497536947, 0.10344827586206896, 0.2857142857142857, 0.12315270935960591, 0.024630541871921183, 0.2660098522167488]"
096946,"[7.7854368932038875, 0.24757281553398058, 0.2524271844660194, 0.0, 0.02912621359223301, 0.024271844660194174, 0.44660194174757284]"
096400,"[6.148051948051947, 0.2987012987012987, 0.16233766233766234, 0.18181818181818182, 0.05844155844155844, 0.03896103896103896, 0.2597402597402597]"
096695,"[10.275675675675675, 0.5, 0.02702702702702703, 0.02702702702702703, 0.0, 0.0, 0.44594594594594594]"
096692,"[5.016470588235293, 0.20588235294117646, 0.19411764705882353, 0.3235294117647059, 0.07058823529411765, 0.041176470588235294, 0.16470588235294117]"
096657,"[4.025, 0.2777777777777778, 0.2708333333333333, 0.2847222222222222, 0.027777777777777776, 0.08333333333333333, 0.05555555555555555]"
096401,"[6.812807881773402, 0.2315270935960591, 0.1330049261083744, 0.18226600985221675, 0.09359605911330049, 0.034482758620689655, 0.3251231527093596]"
096408,"[4.653731343283581, 0.23134328358208955, 0.09701492537313433, 0.08208955223880597, 0.27611940298507465, 0.06716417910447761, 0.2462686567164179]"
096693,"[2.9058823529411772, 0.39215686274509803, 0.0784313725490196, 0.27450980392156865, 0.0392156862745098, 0.0, 0.21568627450980393]"
096627,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
096675,"[5.265909090909088, 0.4375, 0.056818181818181816, 0.0, 0.028409090909090908, 0.0625, 0.4147727272727273]"
096901,"[6.079352226720651, 0.1659919028340081, 0.08097165991902834, 0.1659919028340081, 0.15384615384615385, 0.11336032388663968, 0.31983805668016196]"
096731,"[6.666666666666667, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]"
096167,"[5.773426573426571, 0.21678321678321677, 0.04195804195804196, 0.0979020979020979, 0.2937062937062937, 0.055944055944055944, 0.2937062937062937]"
096399,"[5.817757009345795, 0.2102803738317757, 0.1308411214953271, 0.2523364485981308, 0.09813084112149532, 0.07476635514018691, 0.2336448598130841]"
096169,"[6.808080808080807, 0.13636363636363635, 0.15656565656565657, 0.21717171717171718, 0.13636363636363635, 0.06060606060606061, 0.29292929292929293]"
096936,"[7.133333333333332, 0.1858974358974359, 0.1282051282051282, 0.20512820512820512, 0.10256410256410256, 0.05128205128205128, 0.3269230769230769]"
096900,"[5.962162162162162, 0.14414414414414414, 0.08558558558558559, 0.15315315315315314, 0.16666666666666666, 0.18468468468468469, 0.26576576576576577]"
096560,"[9.433707865168538, 0.33707865168539325, 0.16853932584269662, 0.011235955056179775, 0.0, 0.0, 0.48314606741573035]"
096168,"[7.155056179775279, 0.34831460674157305, 0.07865168539325842, 0.0449438202247191, 0.0898876404494382, 0.033707865168539325, 0.4044943820224719]"
096166,"[5.248484848484848, 0.4318181818181818, 0.22727272727272727, 0.030303030303030304, 0.08333333333333333, 0.045454545454545456, 0.18181818181818182]"
062594,"[5.313084112149531, 0.21495327102803738, 0.018691588785046728, 0.06074766355140187, 0.45794392523364486, 0.014018691588785047, 0.2336448598130841]"
062533,"[11.134591194968554, 0.20754716981132076, 0.07547169811320754, 0.006289308176100629, 0.06289308176100629, 0.1320754716981132, 0.5157232704402516]"
062534,"[7.6494382022471905, 0.29775280898876405, 0.19101123595505617, 0.0, 0.011235955056179775, 0.02247191011235955, 0.47752808988764045]"
062192,"[6.567487684729064, 0.22660098522167488, 0.15270935960591134, 0.2413793103448276, 0.03940886699507389, 0.06403940886699508, 0.27586206896551724]"
062195,"[8.213526570048312, 0.1497584541062802, 0.10144927536231885, 0.14492753623188406, 0.09178743961352658, 0.0821256038647343, 0.42995169082125606]"
062592,"[5.225333333333331, 0.29333333333333333, 0.04666666666666667, 0.13333333333333333, 0.26, 0.013333333333333334, 0.25333333333333335]"
062337,"[7.4237762237762235, 0.27972027972027974, 0.3146853146853147, 0.04195804195804196, 0.02097902097902098, 0.013986013986013986, 0.32867132867132864]"
062753,"[7.377358490566038, 0.24528301886792453, 0.25471698113207547, 0.24528301886792453, 0.0, 0.0, 0.25471698113207547]"
062595,"[4.007792207792208, 0.24025974025974026, 0.15584415584415584, 0.2077922077922078, 0.17207792207792208, 0.10064935064935066, 0.12337662337662338]"
062194,"[5.394782608695651, 0.16521739130434782, 0.05217391304347826, 0.16956521739130434, 0.0782608695652174, 0.19130434782608696, 0.34347826086956523]"
062193,"[6.6506666666666705, 0.15555555555555556, 0.17333333333333334, 0.25333333333333335, 0.06222222222222222, 0.06222222222222222, 0.29333333333333333]"
062532,"[8.438418079096047, 0.24293785310734464, 0.327683615819209, 0.011299435028248588, 0.005649717514124294, 0.062146892655367235, 0.3502824858757062]"
062449,"[6.6, 0.6, 0.1, 0.0, 0.05, 0.0, 0.25]"
062448,"[5.36969696969697, 0.19913419913419914, 0.18181818181818182, 0.39826839826839827, 0.012987012987012988, 0.004329004329004329, 0.20346320346320346]"
062007,"[7.6964467005076145, 0.28426395939086296, 0.08629441624365482, 0.02030456852791878, 0.08121827411167512, 0.116751269035533, 0.41116751269035534]"
062452,"[4.595000000000001, 0.4625, 0.2375, 0.1125, 0.0125, 0.025, 0.15]"
062436,"[10.258620689655173, 0.1896551724137931, 0.28448275862068967, 0.0, 0.0, 0.0, 0.5258620689655172]"
062001,"[5.306451612903224, 0.22580645161290322, 0.25268817204301075, 0.25268817204301075, 0.005376344086021506, 0.053763440860215055, 0.20967741935483872]"
062187,"[5.681818181818177, 0.2840909090909091, 0.08522727272727272, 0.09090909090909091, 0.11931818181818182, 0.0, 0.42045454545454547]"
062528,"[6.655483870967738, 0.2838709677419355, 0.2903225806451613, 0.03870967741935484, 0.03225806451612903, 0.0064516129032258064, 0.34838709677419355]"
062526,"[6.7409090909090885, 0.3333333333333333, 0.25757575757575757, 0.05303030303030303, 0.007575757575757576, 0.0, 0.3484848484848485]"
062189,"[6.775862068965521, 0.21120689655172414, 0.21120689655172414, 0.11637931034482758, 0.0603448275862069, 0.017241379310344827, 0.38362068965517243]"
062586,"[7.419230769230774, 0.17307692307692307, 0.1875, 0.07692307692307693, 0.038461538461538464, 0.009615384615384616, 0.5144230769230769]"
062749,"[8.418045112781954, 0.3007518796992481, 0.3233082706766917, 0.0, 0.0, 0.0, 0.37593984962406013]"
062527,"[6.6577181208053675, 0.35570469798657717, 0.348993288590604, 0.006711409395973154, 0.006711409395973154, 0.0, 0.28187919463087246]"
062188,"[7.360256410256409, 0.17307692307692307, 0.14743589743589744, 0.1987179487179487, 0.10897435897435898, 0.038461538461538464, 0.3333333333333333]"
062186,"[7.004145077720205, 0.21243523316062177, 0.07772020725388601, 0.18652849740932642, 0.09844559585492228, 0.09326424870466321, 0.3316062176165803]"
062529,"[9.085185185185185, 0.2839506172839506, 0.15432098765432098, 0.0, 0.018518518518518517, 0.11728395061728394, 0.42592592592592593]"
062748,"[7.622325581395349, 0.20465116279069767, 0.2558139534883721, 0.2744186046511628, 0.0, 0.004651162790697674, 0.26046511627906976]"
062589,"[5.852380952380951, 0.19047619047619047, 0.023809523809523808, 0.14761904761904762, 0.3523809523809524, 0.009523809523809525, 0.2761904761904762]"
062196,"[7.058208955223877, 0.1791044776119403, 0.08955223880597014, 0.08208955223880597, 0.20149253731343283, 0.08955223880597014, 0.3582089552238806]"
062191,"[8.670329670329672, 0.17582417582417584, 0.04945054945054945, 0.08241758241758242, 0.1043956043956044, 0.08241758241758242, 0.5054945054945055]"
062165,"[6.274074074074075, 0.18518518518518517, 0.037037037037037035, 0.16666666666666666, 0.16666666666666666, 0.07407407407407407, 0.37037037037037035]"
062751,"[8.59622641509434, 0.3333333333333333, 0.20754716981132076, 0.0, 0.0, 0.006289308176100629, 0.4528301886792453]"
062164,"[9.289743589743592, 0.32051282051282054, 0.24358974358974358, 0.00641025641025641, 0.00641025641025641, 0.00641025641025641, 0.4166666666666667]"
062190,"[4.990654205607474, 0.17757009345794392, 0.04205607476635514, 0.16355140186915887, 0.13551401869158877, 0.18691588785046728, 0.29439252336448596]"
062163,"[5.479470198675495, 0.3443708609271523, 0.31125827814569534, 0.0728476821192053, 0.006622516556291391, 0.013245033112582781, 0.25165562913907286]"
062531,"[8.332432432432434, 0.34459459459459457, 0.0472972972972973, 0.02027027027027027, 0.05405405405405406, 0.060810810810810814, 0.47297297297297297]"
062750,"[6.652488687782808, 0.14027149321266968, 0.16289592760180996, 0.3076923076923077, 0.027149321266968326, 0.004524886877828055, 0.3574660633484163]"
062596,"[4.724031007751939, 0.13953488372093023, 0.13178294573643412, 0.22868217054263565, 0.24031007751937986, 0.13178294573643412, 0.12790697674418605]"
062591,"[5.048543689320386, 0.22330097087378642, 0.014563106796116505, 0.11165048543689321, 0.35436893203883496, 0.0048543689320388345, 0.2912621359223301]"
062426,"[6.413186813186813, 0.6153846153846154, 0.04395604395604396, 0.0, 0.0, 0.0, 0.34065934065934067]"
062671,"[6.549152542372881, 0.3050847457627119, 0.2796610169491525, 0.0423728813559322, 0.00847457627118644, 0.01694915254237288, 0.3474576271186441]"
062445,"[8.210687022900762, 0.2748091603053435, 0.32061068702290074, 0.05343511450381679, 0.015267175572519083, 0.0, 0.33587786259541985]"
062458,"[4.452873563218391, 0.367816091954023, 0.22988505747126436, 0.22988505747126436, 0.011494252873563218, 0.0, 0.16091954022988506]"
062003,"[5.196590909090907, 0.20454545454545456, 0.11931818181818182, 0.2159090909090909, 0.1875, 0.045454545454545456, 0.22727272727272727]"
062655,"[5.918571428571427, 0.25, 0.18571428571428572, 0.21428571428571427, 0.10714285714285714, 0.02142857142857143, 0.22142857142857142]"
062450,"[10.340119760479043, 0.2754491017964072, 0.2754491017964072, 0.0, 0.0, 0.0, 0.4491017964071856]"
062005,"[5.120689655172414, 0.3103448275862069, 0.0603448275862069, 0.10344827586206896, 0.20689655172413793, 0.034482758620689655, 0.28448275862068967]"
062184,"[6.9954802259886995, 0.24293785310734464, 0.1016949152542373, 0.1638418079096045, 0.15254237288135594, 0.05649717514124294, 0.2824858757062147]"
062183,"[3.1845161290322577, 0.3870967741935484, 0.2709677419354839, 0.18064516129032257, 0.07096774193548387, 0.012903225806451613, 0.07741935483870968]"
062525,"[5.573529411764704, 0.38235294117647056, 0.27941176470588236, 0.022058823529411766, 0.014705882352941176, 0.007352941176470588, 0.29411764705882354]"
062185,"[7.961085972850682, 0.17647058823529413, 0.03167420814479638, 0.09502262443438914, 0.2986425339366516, 0.03167420814479638, 0.3665158371040724]"
054665,"[6.2026666666666666, 0.09333333333333334, 0.10666666666666667, 0.13333333333333333, 0.13333333333333333, 0.22666666666666666, 0.30666666666666664]"
054468,"[3.135238095238095, 0.34285714285714286, 0.2857142857142857, 0.2857142857142857, 0.0, 0.0, 0.08571428571428572]"
054034,"[5.946875, 0.1484375, 0.18359375, 0.34765625, 0.10546875, 0.0, 0.21484375]"
054662,"[9.234482758620693, 0.1896551724137931, 0.040229885057471264, 0.034482758620689655, 0.3333333333333333, 0.005747126436781609, 0.39655172413793105]"
054466,"[5.521126760563379, 0.3028169014084507, 0.2746478873239437, 0.21830985915492956, 0.02112676056338028, 0.0, 0.18309859154929578]"
054237,"[5.026206896551723, 0.2620689655172414, 0.27586206896551724, 0.18620689655172415, 0.07586206896551724, 0.05517241379310345, 0.14482758620689656]"
054297,"[9.046153846153842, 0.1623931623931624, 0.15384615384615385, 0.042735042735042736, 0.02564102564102564, 0.02564102564102564, 0.5897435897435898]"
