file,features
038961,"[1.5, 0.5555555555555556, 0.0, 0.0, 0.2777777777777778, 0.0, 0.16666666666666666]"
038778,"[6.123664122137408, 0.14885496183206107, 0.08778625954198473, 0.08778625954198473, 0.16030534351145037, 0.05725190839694656, 0.4580152671755725]"
038817,"[5.326470588235296, 0.16544117647058823, 0.1323529411764706, 0.24632352941176472, 0.10294117647058823, 0.09558823529411764, 0.25735294117647056]"
038354,"[2.9516778523489924, 0.38926174496644295, 0.3288590604026846, 0.15436241610738255, 0.006711409395973154, 0.04697986577181208, 0.0738255033557047]"
038779,"[5.197647058823527, 0.28823529411764703, 0.24705882352941178, 0.047058823529411764, 0.08235294117647059, 0.023529411764705882, 0.31176470588235294]"
038557,"[2.986754966887419, 0.46357615894039733, 0.11258278145695365, 0.013245033112582781, 0.019867549668874173, 0.019867549668874173, 0.3708609271523179]"
038782,"[4.890123456790121, 0.2962962962962963, 0.19135802469135801, 0.07407407407407407, 0.08024691358024691, 0.06172839506172839, 0.2962962962962963]"
038966,"[4.342, 0.39, 0.1, 0.07, 0.12, 0.09, 0.23]"
038351,"[3.557894736842105, 0.3742690058479532, 0.18128654970760233, 0.12280701754385964, 0.09941520467836257, 0.017543859649122806, 0.2046783625730994]"
038967,"[4.136585365853659, 0.5365853658536586, 0.04878048780487805, 0.12195121951219512, 0.0975609756097561, 0.08536585365853659, 0.10975609756097561]"
038783,"[5.672398190045247, 0.19457013574660634, 0.08597285067873303, 0.07239819004524888, 0.23076923076923078, 0.04072398190045249, 0.3755656108597285]"
038781,"[6.21212121212121, 0.20707070707070707, 0.1717171717171717, 0.19696969696969696, 0.030303030303030304, 0.04040404040404041, 0.35353535353535354]"
038965,"[4.282993197278911, 0.2925170068027211, 0.1836734693877551, 0.1564625850340136, 0.09523809523809523, 0.10884353741496598, 0.16326530612244897]"
038352,"[2.572941176470588, 0.4294117647058823, 0.4647058823529412, 0.07058823529411765, 0.01764705882352941, 0.0, 0.01764705882352941]"
038353,"[4.60503144654088, 0.4088050314465409, 0.18238993710691823, 0.0, 0.05660377358490566, 0.006289308176100629, 0.34591194968553457]"
038435,"[4.582456140350877, 0.3508771929824561, 0.05263157894736842, 0.14035087719298245, 0.12280701754385964, 0.21052631578947367, 0.12280701754385964]"
038964,"[4.649122807017544, 0.37719298245614036, 0.06140350877192982, 0.08771929824561403, 0.14035087719298245, 0.08771929824561403, 0.24561403508771928]"
038780,"[5.433457249070635, 0.16728624535315986, 0.11895910780669144, 0.25650557620817843, 0.11895910780669144, 0.10037174721189591, 0.2379182156133829]"
007391,"[4.821186440677965, 0.17796610169491525, 0.08898305084745763, 0.1440677966101695, 0.23728813559322035, 0.1440677966101695, 0.2076271186440678]"
007385,"[3.421714285714285, 0.30857142857142855, 0.21142857142857144, 0.19428571428571428, 0.13714285714285715, 0.06285714285714286, 0.08571428571428572]"
007554,"[0.65, 0.6875, 0.0625, 0.0, 0.125, 0.0, 0.125]"
007393,"[4.73030303030303, 0.22727272727272727, 0.08333333333333333, 0.14393939393939395, 0.15151515151515152, 0.13636363636363635, 0.25757575757575757]"
007378,"[4.765957446808511, 0.48936170212765956, 0.06382978723404255, 0.06382978723404255, 0.06382978723404255, 0.1276595744680851, 0.19148936170212766]"
007379,"[2.874285714285714, 0.6142857142857143, 0.02857142857142857, 0.05714285714285714, 0.14285714285714285, 0.08571428571428572, 0.07142857142857142]"
007386,"[3.2533333333333334, 0.45714285714285713, 0.12380952380952381, 0.06666666666666667, 0.10476190476190476, 0.06666666666666667, 0.18095238095238095]"
007383,"[4.3793103448275845, 0.28078817733990147, 0.11822660098522167, 0.16748768472906403, 0.16748768472906403, 0.06403940886699508, 0.2019704433497537]"
007381,"[6.245833333333333, 0.2604166666666667, 0.0625, 0.11458333333333333, 0.14583333333333334, 0.07291666666666667, 0.34375]"
007481,"[2.8216666666666668, 0.625, 0.041666666666666664, 0.041666666666666664, 0.19166666666666668, 0.025, 0.075]"
007495,"[2.8192592592592596, 0.4962962962962963, 0.24444444444444444, 0.05185185185185185, 0.044444444444444446, 0.014814814814814815, 0.14814814814814814]"
007872,"[3.311764705882354, 0.45588235294117646, 0.17647058823529413, 0.022058823529411766, 0.058823529411764705, 0.014705882352941176, 0.27205882352941174]"
007709,"[4.323489932885905, 0.22818791946308725, 0.10738255033557047, 0.11409395973154363, 0.24161073825503357, 0.08053691275167785, 0.22818791946308725]"
007482,"[3.1894736842105265, 0.3684210526315789, 0.2807017543859649, 0.15789473684210525, 0.043859649122807015, 0.07894736842105263, 0.07017543859649122]"
007483,"[4.199999999999998, 0.25443786982248523, 0.1952662721893491, 0.1952662721893491, 0.08875739644970414, 0.14201183431952663, 0.1242603550295858]"
007487,"[4.012903225806451, 0.31451612903225806, 0.12096774193548387, 0.18548387096774194, 0.0967741935483871, 0.08870967741935484, 0.1935483870967742]"
007492,"[3.7006451612903213, 0.2838709677419355, 0.2, 0.25806451612903225, 0.06451612903225806, 0.06451612903225806, 0.12903225806451613]"
007527,"[4.36, 0.5789473684210527, 0.021052631578947368, 0.010526315789473684, 0.11578947368421053, 0.010526315789473684, 0.2631578947368421]"
007490,"[3.5762711864406778, 0.3474576271186441, 0.2627118644067797, 0.1694915254237288, 0.1016949152542373, 0.059322033898305086, 0.059322033898305086]"
007491,"[2.981132075471698, 0.4056603773584906, 0.330188679245283, 0.14150943396226415, 0.03773584905660377, 0.02830188679245283, 0.05660377358490566]"
007526,"[3.1200000000000006, 0.509090909090909, 0.0, 0.09090909090909091, 0.2545454545454545, 0.0, 0.14545454545454545]"
007488,"[4.074418604651162, 0.3333333333333333, 0.12403100775193798, 0.15503875968992248, 0.15503875968992248, 0.09302325581395349, 0.13953488372093023]"
007489,"[3.695588235294118, 0.3161764705882353, 0.21323529411764705, 0.18382352941176472, 0.08823529411764706, 0.051470588235294115, 0.14705882352941177]"
007528,"[0.18461538461538463, 0.9538461538461539, 0.046153846153846156, 0.0, 0.0, 0.0, 0.0]"
007529,"[4.480575539568345, 0.3381294964028777, 0.2446043165467626, 0.11510791366906475, 0.03597122302158273, 0.02158273381294964, 0.2446043165467626]"
007713,"[3.8872340425531933, 0.40425531914893614, 0.1276595744680851, 0.06382978723404255, 0.10638297872340426, 0.06382978723404255, 0.23404255319148937]"
007712,"[4.468354430379747, 0.5063291139240507, 0.08860759493670886, 0.02531645569620253, 0.08860759493670886, 0.06329113924050633, 0.22784810126582278]"
007710,"[4.2140845070422515, 0.34507042253521125, 0.014084507042253521, 0.14084507042253522, 0.15492957746478872, 0.06338028169014084, 0.28169014084507044]"
007711,"[3.3837837837837843, 0.5675675675675675, 0.17567567567567569, 0.04054054054054054, 0.02702702702702703, 0.0, 0.1891891891891892]"
007548,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
007373,"[4.209302325581396, 0.4418604651162791, 0.06976744186046512, 0.16279069767441862, 0.046511627906976744, 0.046511627906976744, 0.23255813953488372]"
007011,"[4.889447236180902, 0.24623115577889448, 0.09045226130653267, 0.21608040201005024, 0.135678391959799, 0.11557788944723618, 0.19597989949748743]"
007374,"[4.204918032786885, 0.3770491803278688, 0.3360655737704918, 0.01639344262295082, 0.03278688524590164, 0.040983606557377046, 0.19672131147540983]"
007375,"[4.504301075268815, 0.25268817204301075, 0.08064516129032258, 0.12365591397849462, 0.15053763440860216, 0.15053763440860216, 0.24193548387096775]"
007388,"[3.4571428571428577, 0.42857142857142855, 0.014285714285714285, 0.11428571428571428, 0.05714285714285714, 0.1, 0.2857142857142857]"
007377,"[3.9480314960629923, 0.3858267716535433, 0.3228346456692913, 0.0, 0.023622047244094488, 0.031496062992125984, 0.23622047244094488]"
007376,"[0.48, 0.6, 0.0, 0.0, 0.0, 0.2, 0.2]"
000010,"[1.2580645161290323, 0.6612903225806451, 0.3225806451612903, 0.016129032258064516, 0.0, 0.0, 0.0]"
000212,"[4.144444444444444, 0.3888888888888889, 0.26851851851851855, 0.10185185185185185, 0.037037037037037035, 0.05555555555555555, 0.14814814814814814]"
000574,"[1.5705882352941176, 0.6470588235294118, 0.0, 0.0, 0.3235294117647059, 0.0, 0.029411764705882353]"
000825,"[6.197468354430384, 0.17088607594936708, 0.0981012658227848, 0.09177215189873418, 0.1360759493670886, 0.14556962025316456, 0.3575949367088608]"
000602,"[1.4576271186440677, 0.7966101694915254, 0.01694915254237288, 0.06779661016949153, 0.01694915254237288, 0.01694915254237288, 0.0847457627118644]"
000213,"[1.4523076923076923, 0.7384615384615385, 0.16923076923076924, 0.0, 0.0, 0.0, 0.09230769230769231]"
000207,"[2.0039999999999996, 0.68, 0.08, 0.04, 0.04, 0.0, 0.16]"
000993,"[4.01917808219178, 0.3698630136986301, 0.2671232876712329, 0.1232876712328767, 0.06164383561643835, 0.0136986301369863, 0.1643835616438356]"
000777,"[4.1276073619631894, 0.36809815950920244, 0.20245398773006135, 0.03067484662576687, 0.1165644171779141, 0.018404907975460124, 0.26380368098159507]"
000005,"[4.28413793103448, 0.3310344827586207, 0.21379310344827587, 0.1310344827586207, 0.06896551724137931, 0.07586206896551724, 0.1793103448275862]"
000211,"[3.7673913043478264, 0.44565217391304346, 0.25, 0.021739130434782608, 0.043478260869565216, 0.021739130434782608, 0.21739130434782608]"
000615,"[3.9220779220779223, 0.24675324675324675, 0.06493506493506493, 0.14285714285714285, 0.23376623376623376, 0.11688311688311688, 0.19480519480519481]"
000204,"[3.5793103448275865, 0.4367816091954023, 0.10344827586206896, 0.05747126436781609, 0.16091954022988506, 0.022988505747126436, 0.21839080459770116]"
000210,"[3.6295081967213116, 0.5245901639344263, 0.13114754098360656, 0.04918032786885246, 0.06557377049180328, 0.04918032786885246, 0.18032786885245902]"
000002,"[3.6751879699248122, 0.5112781954887218, 0.15789473684210525, 0.09022556390977443, 0.03759398496240601, 0.045112781954887216, 0.15789473684210525]"
000200,"[3.2164948453608253, 0.3917525773195876, 0.1134020618556701, 0.24742268041237114, 0.08247422680412371, 0.030927835051546393, 0.13402061855670103]"
000822,"[2.991228070175439, 0.4824561403508772, 0.20175438596491227, 0.2631578947368421, 0.008771929824561403, 0.0, 0.043859649122807015]"
000995,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
000203,"[3.953521126760563, 0.36619718309859156, 0.20422535211267606, 0.04225352112676056, 0.056338028169014086, 0.09154929577464789, 0.23943661971830985]"
000148,"[5.396694214876031, 0.19834710743801653, 0.05785123966942149, 0.17355371900826447, 0.12396694214876033, 0.14049586776859505, 0.30578512396694213]"
000821,"[3.5593220338983054, 0.5932203389830508, 0.13559322033898305, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.1694915254237288]"
000715,"[3.386842105263159, 0.40789473684210525, 0.13157894736842105, 0.10526315789473684, 0.06578947368421052, 0.06578947368421052, 0.2236842105263158]"
000890,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
000853,"[3.7787234042553197, 0.6595744680851063, 0.02127659574468085, 0.0425531914893617, 0.02127659574468085, 0.06382978723404255, 0.19148936170212766]"
000714,"[0.6, 0.75, 0.0, 0.0, 0.0, 0.0, 0.25]"
000716,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
000676,"[4.377631578947367, 0.26973684210526316, 0.13157894736842105, 0.14473684210526316, 0.15789473684210525, 0.10526315789473684, 0.19078947368421054]"
000892,"[2.5834710743801654, 0.5537190082644629, 0.14049586776859505, 0.01652892561983471, 0.08264462809917356, 0.008264462809917356, 0.19834710743801653]"
000707,"[3.2041379310344835, 0.38620689655172413, 0.006896551724137931, 0.041379310344827586, 0.4689655172413793, 0.0, 0.09655172413793103]"
000459,"[3.544186046511628, 0.43023255813953487, 0.13953488372093023, 0.22093023255813954, 0.16279069767441862, 0.0, 0.046511627906976744]"
000897,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
000667,"[3.073684210526316, 0.4473684210526316, 0.07894736842105263, 0.039473684210526314, 0.3157894736842105, 0.0, 0.11842105263157894]"
000666,"[2.2641509433962264, 0.6037735849056604, 0.18867924528301888, 0.07547169811320754, 0.05660377358490566, 0.05660377358490566, 0.018867924528301886]"
000706,"[3.0076335877862594, 0.3893129770992366, 0.07633587786259542, 0.0916030534351145, 0.33587786259541985, 0.007633587786259542, 0.09923664122137404]"
000704,"[3.3553719008264467, 0.47107438016528924, 0.09917355371900827, 0.01652892561983471, 0.2231404958677686, 0.0, 0.19008264462809918]"
000705,"[3.108955223880596, 0.3283582089552239, 0.208955223880597, 0.2835820895522388, 0.007462686567164179, 0.029850746268656716, 0.1417910447761194]"
000708,"[4.222549019607842, 0.2696078431372549, 0.24019607843137256, 0.27941176470588236, 0.029411764705882353, 0.0784313725490196, 0.10294117647058823]"
000709,"[3.4880597014925376, 0.29850746268656714, 0.2537313432835821, 0.2835820895522388, 0.06716417910447761, 0.03731343283582089, 0.05970149253731343]"
000694,"[4.774137931034482, 0.3879310344827586, 0.05172413793103448, 0.06896551724137931, 0.28448275862068967, 0.034482758620689655, 0.1724137931034483]"
000695,"[3.4716049382716054, 0.32098765432098764, 0.06172839506172839, 0.20987654320987653, 0.1728395061728395, 0.07407407407407407, 0.16049382716049382]"
000534,"[3.2720000000000002, 0.5066666666666667, 0.05333333333333334, 0.09333333333333334, 0.10666666666666667, 0.05333333333333334, 0.18666666666666668]"
000256,"[1.1076923076923078, 0.6153846153846154, 0.0, 0.0, 0.3076923076923077, 0.0, 0.07692307692307693]"
000690,"[2.735922330097088, 0.47572815533980584, 0.0970873786407767, 0.08737864077669903, 0.2621359223300971, 0.009708737864077669, 0.06796116504854369]"
000255,"[2.4795180722891565, 0.4819277108433735, 0.30120481927710846, 0.07228915662650602, 0.04819277108433735, 0.012048192771084338, 0.08433734939759036]"
000718,"[1.2, 0.6, 0.2, 0.2, 0.0, 0.0, 0.0]"
000193,"[1.311111111111111, 0.7222222222222222, 0.08333333333333333, 0.027777777777777776, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]"
000540,"[4.08888888888889, 0.6049382716049383, 0.06172839506172839, 0.012345679012345678, 0.09876543209876543, 0.012345679012345678, 0.20987654320987653]"
000998,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
000620,"[2.8723404255319154, 0.5851063829787234, 0.1595744680851064, 0.09574468085106383, 0.010638297872340425, 0.02127659574468085, 0.1276595744680851]"
000621,"[3.8427350427350424, 0.3333333333333333, 0.09401709401709402, 0.1282051282051282, 0.1282051282051282, 0.05982905982905983, 0.2564102564102564]"
000190,"[2.809259259259259, 0.4351851851851852, 0.28703703703703703, 0.06481481481481481, 0.009259259259259259, 0.07407407407407407, 0.12962962962962962]"
000194,"[2.1629629629629625, 0.7037037037037037, 0.018518518518518517, 0.07407407407407407, 0.037037037037037035, 0.037037037037037035, 0.12962962962962962]"
000625,"[1.9636363636363634, 0.5636363636363636, 0.09090909090909091, 0.03636363636363636, 0.09090909090909091, 0.05454545454545454, 0.16363636363636364]"
000368,"[5.0475524475524445, 0.25874125874125875, 0.13286713286713286, 0.1258741258741259, 0.13286713286713286, 0.09090909090909091, 0.25874125874125875]"
000546,"[3.700775193798449, 0.35658914728682173, 0.14728682170542637, 0.13178294573643412, 0.09302325581395349, 0.046511627906976744, 0.2248062015503876]"
000424,"[3.29, 0.325, 0.05, 0.175, 0.05, 0.25, 0.15]"
000197,"[2.4045454545454543, 0.6818181818181818, 0.06818181818181818, 0.06818181818181818, 0.045454545454545456, 0.045454545454545456, 0.09090909090909091]"
000140,"[4.514516129032257, 0.3467741935483871, 0.25, 0.016129032258064516, 0.07258064516129033, 0.04838709677419355, 0.2661290322580645]"
000141,"[4.522916666666666, 0.3541666666666667, 0.0625, 0.08333333333333333, 0.11458333333333333, 0.125, 0.2604166666666667]"
000182,"[0.17391304347826086, 0.9130434782608695, 0.08695652173913043, 0.0, 0.0, 0.0, 0.0]"
000814,"[4.45, 0.3229166666666667, 0.052083333333333336, 0.07291666666666667, 0.2604166666666667, 0.0625, 0.22916666666666666]"
009550,"[3.3975609756097565, 0.4024390243902439, 0.23170731707317074, 0.15853658536585366, 0.08536585365853659, 0.0, 0.12195121951219512]"
009155,"[4.272727272727272, 0.296969696969697, 0.09090909090909091, 0.09696969696969697, 0.12121212121212122, 0.12121212121212122, 0.2727272727272727]"
009962,"[1.6241935483870968, 0.6209677419354839, 0.29838709677419356, 0.0, 0.04032258064516129, 0.008064516129032258, 0.03225806451612903]"
009553,"[2.3833333333333333, 0.5555555555555556, 0.1111111111111111, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.1111111111111111]"
009152,"[3.688135593220337, 0.2669491525423729, 0.1059322033898305, 0.19915254237288135, 0.15677966101694915, 0.08050847457627118, 0.1906779661016949]"
009557,"[4.064912280701755, 0.32456140350877194, 0.2543859649122807, 0.14035087719298245, 0.05263157894736842, 0.043859649122807015, 0.18421052631578946]"
009555,"[1.1232876712328768, 0.7123287671232876, 0.273972602739726, 0.0, 0.0, 0.0, 0.0136986301369863]"
009678,"[1.28, 0.7333333333333333, 0.0, 0.0, 0.0, 0.0, 0.26666666666666666]"
009888,"[1.5746835443037972, 0.6582278481012658, 0.0, 0.02531645569620253, 0.12658227848101267, 0.0, 0.189873417721519]"
009491,"[3.3777777777777778, 0.5666666666666667, 0.2, 0.06666666666666667, 0.011111111111111112, 0.011111111111111112, 0.14444444444444443]"
009721,"[1.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]"
009512,"[2.3900000000000006, 0.55, 0.25833333333333336, 0.0, 0.016666666666666666, 0.058333333333333334, 0.11666666666666667]"
009513,"[1.7310344827586206, 0.6551724137931034, 0.1896551724137931, 0.0, 0.0, 0.0, 0.15517241379310345]"
009511,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
009505,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
009887,"[2.4114942528735637, 0.6091954022988506, 0.11494252873563218, 0.022988505747126436, 0.034482758620689655, 0.06896551724137931, 0.14942528735632185]"
009307,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
009918,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
009477,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
009846,"[4.479820627802688, 0.20179372197309417, 0.08071748878923767, 0.19730941704035873, 0.17488789237668162, 0.13452914798206278, 0.21076233183856502]"
009476,"[4.514925373134328, 0.30597014925373134, 0.05970149253731343, 0.17164179104477612, 0.09701492537313433, 0.11194029850746269, 0.2537313432835821]"
009559,"[2.362666666666667, 0.5066666666666667, 0.37333333333333335, 0.013333333333333334, 0.0, 0.013333333333333334, 0.09333333333333334]"
009560,"[2.542857142857143, 0.6, 0.17142857142857143, 0.0, 0.05714285714285714, 0.0, 0.17142857142857143]"
036987,"[4.535135135135133, 0.12837837837837837, 0.12837837837837837, 0.25675675675675674, 0.13513513513513514, 0.12837837837837837, 0.22297297297297297]"
036428,"[4.744871794871794, 0.21153846153846154, 0.16666666666666666, 0.33974358974358976, 0.0641025641025641, 0.08333333333333333, 0.1346153846153846]"
036616,"[4.067391304347828, 0.4673913043478261, 0.07608695652173914, 0.07608695652173914, 0.05434782608695652, 0.03260869565217391, 0.29347826086956524]"
036986,"[1.7459459459459459, 0.7972972972972973, 0.0, 0.013513513513513514, 0.013513513513513514, 0.0, 0.17567567567567569]"
036992,"[2.5148514851485153, 0.7326732673267327, 0.019801980198019802, 0.13861386138613863, 0.0297029702970297, 0.009900990099009901, 0.06930693069306931]"
036560,"[3.419780219780221, 0.4175824175824176, 0.07692307692307693, 0.054945054945054944, 0.14285714285714285, 0.08791208791208792, 0.21978021978021978]"
036984,"[3.6419999999999977, 0.37, 0.07, 0.1, 0.16, 0.055, 0.245]"
036990,"[3.708256880733945, 0.3302752293577982, 0.1834862385321101, 0.07339449541284404, 0.06422018348623854, 0.1834862385321101, 0.1651376146788991]"
036614,"[2.250666666666667, 0.5866666666666667, 0.26666666666666666, 0.05333333333333334, 0.013333333333333334, 0.0, 0.08]"
036371,"[5.28235294117647, 0.2986425339366516, 0.2850678733031674, 0.1085972850678733, 0.049773755656108594, 0.04524886877828054, 0.21266968325791855]"
036615,"[2.9215686274509802, 0.45098039215686275, 0.3137254901960784, 0.0, 0.0196078431372549, 0.0392156862745098, 0.17647058823529413]"
036985,"[2.5097222222222237, 0.5, 0.1597222222222222, 0.013888888888888888, 0.013888888888888888, 0.020833333333333332, 0.2916666666666667]"
036567,"[5.472800000000003, 0.168, 0.096, 0.128, 0.136, 0.144, 0.328]"
036994,"[3.9640625, 0.3046875, 0.1953125, 0.1015625, 0.1015625, 0.15625, 0.140625]"
036799,"[4.19222222222222, 0.2111111111111111, 0.1, 0.26666666666666666, 0.14444444444444443, 0.06666666666666667, 0.2111111111111111]"
036388,"[4.123170731707317, 0.2804878048780488, 0.23780487804878048, 0.0975609756097561, 0.16463414634146342, 0.17682926829268292, 0.042682926829268296]"
036983,"[2.756989247311829, 0.40860215053763443, 0.0967741935483871, 0.15053763440860216, 0.03225806451612903, 0.0, 0.3118279569892473]"
036997,"[3.663829787234042, 0.39361702127659576, 0.3191489361702128, 0.010638297872340425, 0.02127659574468085, 0.20212765957446807, 0.05319148936170213]"
036258,"[2.394405594405595, 0.45454545454545453, 0.38461538461538464, 0.13986013986013987, 0.0, 0.0, 0.02097902097902098]"
036099,"[4.688, 0.23555555555555555, 0.2311111111111111, 0.24888888888888888, 0.12444444444444444, 0.07111111111111111, 0.08888888888888889]"
036304,"[3.581818181818181, 0.32386363636363635, 0.18181818181818182, 0.3693181818181818, 0.017045454545454544, 0.022727272727272728, 0.08522727272727272]"
036273,"[3.320231213872832, 0.4046242774566474, 0.17341040462427745, 0.14450867052023122, 0.08670520231213873, 0.017341040462427744, 0.17341040462427745]"
036272,"[3.607692307692308, 0.46153846153846156, 0.038461538461538464, 0.23076923076923078, 0.038461538461538464, 0.11538461538461539, 0.11538461538461539]"
036302,"[2.781294964028779, 0.3381294964028777, 0.04316546762589928, 0.17266187050359713, 0.1510791366906475, 0.0, 0.2949640287769784]"
036277,"[4.467114093959731, 0.40268456375838924, 0.053691275167785234, 0.08053691275167785, 0.20134228187919462, 0.06040268456375839, 0.20134228187919462]"
036275,"[3.520261437908496, 0.43790849673202614, 0.058823529411764705, 0.026143790849673203, 0.032679738562091505, 0.0196078431372549, 0.42483660130718953]"
036261,"[3.1612903225806455, 0.49032258064516127, 0.2, 0.012903225806451613, 0.07741935483870968, 0.01935483870967742, 0.2]"
036659,"[1.4052631578947368, 0.7763157894736842, 0.18421052631578946, 0.0, 0.0, 0.0, 0.039473684210526314]"
036245,"[2.75, 0.55, 0.05, 0.05, 0.2, 0.05, 0.1]"
036481,"[0.4526315789473684, 0.8421052631578947, 0.10526315789473684, 0.0, 0.0, 0.0, 0.05263157894736842]"
036333,"[5.949450549450548, 0.3241758241758242, 0.21428571428571427, 0.02197802197802198, 0.03296703296703297, 0.038461538461538464, 0.36813186813186816]"
036643,"[4.394827586206896, 0.46551724137931033, 0.1206896551724138, 0.034482758620689655, 0.04310344827586207, 0.0603448275862069, 0.27586206896551724]"
036257,"[4.751851851851852, 0.37037037037037035, 0.14814814814814814, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.2037037037037037]"
036096,"[3.121367521367522, 0.41025641025641024, 0.07692307692307693, 0.08547008547008547, 0.3076923076923077, 0.017094017094017096, 0.10256410256410256]"
036322,"[4.128985507246377, 0.37681159420289856, 0.2463768115942029, 0.028985507246376812, 0.028985507246376812, 0.014492753623188406, 0.30434782608695654]"
036097,"[5.677914110429452, 0.1687116564417178, 0.17177914110429449, 0.02147239263803681, 0.20245398773006135, 0.19631901840490798, 0.2392638036809816]"
036526,"[2.231578947368421, 0.5263157894736842, 0.21052631578947367, 0.18421052631578946, 0.05263157894736842, 0.0, 0.02631578947368421]"
036959,"[3.2741379310344834, 0.46551724137931033, 0.3275862068965517, 0.008620689655172414, 0.05172413793103448, 0.017241379310344827, 0.12931034482758622]"
036965,"[3.4617021276595743, 0.40425531914893614, 0.1702127659574468, 0.2765957446808511, 0.05319148936170213, 0.0, 0.09574468085106383]"
036144,"[3.5680000000000005, 0.4533333333333333, 0.2, 0.13333333333333333, 0.05333333333333334, 0.06666666666666667, 0.09333333333333334]"
036435,"[3.4757575757575765, 0.45454545454545453, 0.06818181818181818, 0.07575757575757576, 0.25, 0.022727272727272728, 0.12878787878787878]"
036145,"[3.9811764705882355, 0.3411764705882353, 0.058823529411764705, 0.15294117647058825, 0.16470588235294117, 0.16470588235294117, 0.11764705882352941]"
036999,"[3.666141732283465, 0.4015748031496063, 0.09448818897637795, 0.07086614173228346, 0.1732283464566929, 0.13385826771653545, 0.12598425196850394]"
036966,"[2.2356164383561645, 0.589041095890411, 0.1780821917808219, 0.1232876712328767, 0.0, 0.0273972602739726, 0.0821917808219178]"
036147,"[3.517204301075269, 0.27419354838709675, 0.26344086021505375, 0.34408602150537637, 0.06451612903225806, 0.021505376344086023, 0.03225806451612903]"
036146,"[4.206451612903226, 0.3118279569892473, 0.08602150537634409, 0.27956989247311825, 0.12903225806451613, 0.053763440860215055, 0.13978494623655913]"
036998,"[3.816981132075471, 0.27358490566037735, 0.0660377358490566, 0.05660377358490566, 0.419811320754717, 0.12264150943396226, 0.06132075471698113]"
036988,"[3.5347826086956533, 0.42391304347826086, 0.16304347826086957, 0.043478260869565216, 0.0, 0.03260869565217391, 0.33695652173913043]"
036618,"[2.0060000000000002, 0.53, 0.37, 0.01, 0.01, 0.01, 0.07]"
036143,"[4.300000000000001, 0.40476190476190477, 0.16666666666666666, 0.09523809523809523, 0.05952380952380952, 0.14285714285714285, 0.13095238095238096]"
036380,"[4.308974358974358, 0.2692307692307692, 0.14102564102564102, 0.10897435897435898, 0.11538461538461539, 0.14743589743589744, 0.21794871794871795]"
036961,"[3.8878260869565215, 0.23043478260869565, 0.21739130434782608, 0.49130434782608695, 0.004347826086956522, 0.0, 0.05652173913043478]"
031568,"[2.2234234234234234, 0.4954954954954955, 0.36936936936936937, 0.0990990990990991, 0.009009009009009009, 0.009009009009009009, 0.018018018018018018]"
031391,"[2.4464646464646465, 0.5151515151515151, 0.32323232323232326, 0.030303030303030304, 0.030303030303030304, 0.010101010101010102, 0.09090909090909091]"
031390,"[2.903370786516855, 0.47191011235955055, 0.2808988764044944, 0.033707865168539325, 0.011235955056179775, 0.0449438202247191, 0.15730337078651685]"
031999,"[4.099999999999999, 0.22839506172839505, 0.18518518518518517, 0.35802469135802467, 0.043209876543209874, 0.06172839506172839, 0.12345679012345678]"
031392,"[3.3219047619047615, 0.42857142857142855, 0.3333333333333333, 0.009523809523809525, 0.02857142857142857, 0.02857142857142857, 0.17142857142857143]"
031807,"[3.855652173913043, 0.3565217391304348, 0.20869565217391303, 0.05217391304347826, 0.06086956521739131, 0.02608695652173913, 0.2956521739130435]"
031356,"[2.8136363636363644, 0.4090909090909091, 0.2840909090909091, 0.045454545454545456, 0.06818181818181818, 0.045454545454545456, 0.14772727272727273]"
031044,"[3.5592592592592593, 0.2839506172839506, 0.2716049382716049, 0.35802469135802467, 0.018518518518518517, 0.018518518518518517, 0.04938271604938271]"
031041,"[4.017322834645669, 0.2440944881889764, 0.1732283464566929, 0.18110236220472442, 0.18110236220472442, 0.07874015748031496, 0.14173228346456693]"
031040,"[2.5455882352941175, 0.4852941176470588, 0.4632352941176471, 0.0, 0.007352941176470588, 0.0, 0.04411764705882353]"
031042,"[3.8844444444444433, 0.25555555555555554, 0.22777777777777777, 0.011111111111111112, 0.22777777777777777, 0.2222222222222222, 0.05555555555555555]"
